,transaction_id,status,total_risk,customer_risk,country_risk,vessel_risk
67,68,Satisfactory,38,9.460044260454195,14.607445362428937,13.932510377116866
68,69,Unsatisfactory,121,13.726666169103856,83.47629726888421,23.797036562011932
69,70,Unsatisfactory,134,21.338140748183516,42.709292822287644,69.95256642952884
70,71,Under Review,0,0.0,0.0,0.0
71,72,Satisfactory,20,10.744754420043014,6.861686655152855,2.393558924804129
72,73,Satisfactory,71,21.456185421633844,25.50644649857151,24.037368079794646
73,74,Unsatisfactory,109,32.3616070661288,63.70003051323499,12.938362420636215
74,75,Unsatisfactory,143,71.46709549450888,64.6456538923534,6.887250613137747
75,76,Satisfactory,89,3.7014525023967995,69.74466504930771,15.553882448295486
76,77,Unsatisfactory,179,66.03602828319704,45.58066926855628,67.38330244824668
77,78,Under Review,0,0.0,0.0,0.0
78,79,Satisfactory,33,11.086994271187061,13.72040754079161,8.19259818802133
79,80,Unsatisfactory,111,47.87124980627562,33.628839442554096,29.499910751170273
80,81,Satisfactory,16,3.4566113207816853,7.150542420566611,5.392846258651704
81,82,Unsatisfactory,127,10.410495887934898,76.47194682451197,40.11755728755311
82,83,Satisfactory,24,2.667672194827714,11.616446537438579,9.715881267733709
83,84,Under Review,0,0.0,0.0,0.0
84,85,Under Review,0,0.0,0.0,0.0
85,86,Unsatisfactory,184,105.40698321317535,49.768169202261305,28.824847584563344
86,87,Satisfactory,48,16.166107321701766,3.122962143016883,28.710930535281353
87,88,Unsatisfactory,169,67.77688959286026,54.48691081321083,46.736199593928916
88,89,Under Review,0,0.0,0.0,0.0
89,90,Under Review,0,0.0,0.0,0.0
90,91,Under Review,0,0.0,0.0,0.0
91,92,Unsatisfactory,121,8.186859764636496,48.45124651677824,64.36189371858526
92,93,Unsatisfactory,157,65.43986396076751,63.82546960232095,27.734666436911557
93,94,Under Review,0,0.0,0.0,0.0
94,95,Unsatisfactory,112,66.82843395700507,41.78501151120372,3.386554531791208
95,96,Satisfactory,55,18.82138987355078,5.647965330853015,30.530644795596203
96,97,Under Review,0,0.0,0.0,0.0
97,98,Satisfactory,69,44.296843139815444,11.126008558717343,13.57714830146721
98,99,Satisfactory,37,18.511649521350332,5.445637208461959,13.042713270187708
99,100,Under Review,0,0.0,0.0,0.0
100,101,Under Review,0,0.0,0.0,0.0
101,102,Under Review,0,0.0,0.0,0.0
102,103,Satisfactory,23,4.796054898034604,10.284475536421542,7.919469565543852
103,104,Under Review,0,0.0,0.0,0.0
104,105,Under Review,0,0.0,0.0,0.0
105,106,Satisfactory,86,37.76204578503729,28.407160009279462,19.83079420568325
106,107,Satisfactory,68,33.27309519585668,6.404647744810433,28.322257059332877
107,108,Under Review,0,0.0,0.0,0.0
108,109,Satisfactory,20,7.591666588643871,3.338068166012013,9.070265245344117
109,110,Satisfactory,94,61.274074817955174,7.025292762099441,25.700632419945386
110,111,Under Review,0,0.0,0.0,0.0
111,112,Satisfactory,16,6.113423732439816,8.081736931975364,1.8048393355848205
112,113,Unsatisfactory,147,34.98412120390127,65.3669293724709,46.64894942362783
113,114,Under Review,0,0.0,0.0,0.0
114,115,Satisfactory,96,19.169221069048426,40.03597784582263,36.794801085128945
115,116,Satisfactory,36,9.272103703108645,15.966683333886998,10.761212963004361
116,117,Unsatisfactory,159,91.26427936438395,27.988230433903144,39.747490201712914
117,118,Satisfactory,89,42.63712094813621,2.2386129771221714,44.12426607474163
118,119,Under Review,0,0.0,0.0,0.0
119,120,Satisfactory,6,2.6599834004867597,2.76588107356073,0.5741355259525098
120,121,Under Review,0,0.0,0.0,0.0
121,122,Satisfactory,80,30.995641876130517,16.645895233617026,32.35846289025245
122,123,Satisfactory,67,34.40484401480197,3.7148426027984858,28.88031338239955
123,124,Unsatisfactory,140,39.46659909426553,55.4374632145623,45.09593769117216
124,125,Satisfactory,92,27.84602537744416,38.45398624348272,25.699988379073133
125,126,Under Review,0,0.0,0.0,0.0
126,127,Satisfactory,11,7.026688332531597,3.6223709987185977,0.3509406687498067
127,128,Unsatisfactory,129,7.413081774230681,48.73914498882796,72.84777323694136
128,129,Under Review,0,0.0,0.0,0.0
129,130,Satisfactory,26,16.843122098962798,3.784823248154752,5.372054652882448
130,131,Satisfactory,67,26.42481163420219,21.19750880218006,19.377679563617743
131,132,Unsatisfactory,105,53.51127248396898,47.77992576707538,3.7088017489556377
132,133,Unsatisfactory,141,6.2602662238084,98.69879900059517,36.04093477559642
133,134,Under Review,0,0.0,0.0,0.0
134,135,Under Review,0,0.0,0.0,0.0
135,136,Satisfactory,11,0.026231603133301817,5.979031994726559,4.9947364021401395
136,137,Unsatisfactory,175,31.59919923111302,69.36763469393124,74.03316607495574
137,138,Satisfactory,8,4.968694529341186,1.7366934812605004,1.2946119893983135
138,139,Under Review,0,0.0,0.0,0.0
139,140,Satisfactory,52,11.785161641544883,23.713058451299965,16.501779907155157
140,141,Unsatisfactory,154,67.83856794458572,4.136657508421181,82.0247745469931
141,142,Unsatisfactory,108,81.29747665479988,22.562851303341287,4.139672041858839
142,143,Unsatisfactory,192,14.942778237597395,86.01554521679346,91.04167654560914
143,144,Unsatisfactory,137,48.26132093983826,2.059070313330283,86.67960874683146
144,145,Under Review,0,0.0,0.0,0.0
145,146,Unsatisfactory,190,57.36791814609546,17.407963723918304,115.22411812998622
146,147,Under Review,0,0.0,0.0,0.0
147,148,Under Review,0,0.0,0.0,0.0
148,149,Under Review,0,0.0,0.0,0.0
149,150,Unsatisfactory,100,6.725175517537411,29.644390894922683,63.630433587539905
150,151,Under Review,0,0.0,0.0,0.0
151,152,Satisfactory,21,8.722102550770538,6.555284494371137,5.722612954858327
152,153,Under Review,0,0.0,0.0,0.0
153,154,Satisfactory,40,8.016831418501699,16.995100998691687,14.988067582806615
154,155,Unsatisfactory,106,23.056263114890644,46.11541995398354,36.82831693112581
155,156,Satisfactory,3,1.7995267279763572,0.009507114090231436,1.1909661579334117
156,157,Unsatisfactory,113,66.5271319432977,30.934012080973247,15.53885597572906
157,158,Satisfactory,45,17.365707144312182,18.243104171018445,9.391188684669373
158,159,Under Review,0,0.0,0.0,0.0
159,160,Satisfactory,73,29.2195244354715,26.632986713122474,17.147488851406028
160,161,Unsatisfactory,119,25.021145592949022,36.437049708561936,57.541804698489045
161,162,Under Review,0,0.0,0.0,0.0
162,163,Satisfactory,80,34.05912808492787,17.31578307868339,28.62508883638874
163,164,Unsatisfactory,185,100.72431790202715,51.47533467251173,32.80034742546112
164,165,Under Review,0,0.0,0.0,0.0
165,166,Unsatisfactory,100,30.58864005951164,25.325562257694028,44.085797682794336
166,167,Satisfactory,42,15.857933431032853,15.190702329109685,10.95136423985746
167,168,Unsatisfactory,179,104.99632885263243,62.40584350730401,11.597827640063564
168,169,Unsatisfactory,129,20.413120588640055,50.941491465252014,57.64538794610793
169,170,Satisfactory,29,9.944411636870607,7.015447396398807,12.040140966730586
170,171,Satisfactory,76,25.67984692772853,38.60082093608526,11.719332136186207
171,172,Satisfactory,92,41.902388871339994,18.86589827514638,31.23171285351362
172,173,Unsatisfactory,187,88.88609319523552,83.9911911197168,14.12271568504769
173,174,Unsatisfactory,139,23.060611873107344,35.42006114764551,80.51932697924715
174,175,Unsatisfactory,172,46.014013794627445,67.9789126529637,58.00707355240886
175,176,Satisfactory,95,19.6413947273006,52.49679168621742,22.86181358648196
176,177,Under Review,0,0.0,0.0,0.0
177,178,Under Review,0,0.0,0.0,0.0
178,179,Satisfactory,46,25.565940166952974,2.2173893225740633,18.216670510472955
179,180,Under Review,0,0.0,0.0,0.0
180,181,Unsatisfactory,133,68.49785859595211,22.76625164074928,41.73588976329862
181,182,Under Review,0,0.0,0.0,0.0
182,183,Satisfactory,66,31.96768517096088,2.2272028533928503,31.805111975646273
183,184,Unsatisfactory,125,36.325619366671155,60.46865565473888,28.20572497858997
184,185,Unsatisfactory,156,95.38359096522886,52.193350746464844,8.423058288306267
185,186,Satisfactory,64,13.3554327720889,27.99177063502053,22.65279659289057
186,187,Unsatisfactory,135,41.1461885027716,69.70733325763136,24.146478239597045
187,188,Unsatisfactory,122,47.29714756352235,42.83124932466706,31.871603111810593
188,189,Satisfactory,13,8.429843441484874,3.9244719344706978,0.645684624044428
189,190,Satisfactory,0,0.0,0.0,0.0
190,191,Satisfactory,22,8.166022547328282,9.946060123862322,3.8879173288093956
191,192,Under Review,0,0.0,0.0,0.0
192,193,Under Review,0,0.0,0.0,0.0
193,194,Unsatisfactory,118,79.07810466836438,13.200029104831895,25.72186622680372
194,195,Unsatisfactory,191,101.8186842915584,41.23150338284491,47.94981232559668
195,196,Under Review,0,0.0,0.0,0.0
196,197,Satisfactory,24,3.71149589275987,10.31537659828972,9.973127508950412
197,198,Satisfactory,86,10.843914015970494,25.327313043866063,49.82877294016345
198,199,Under Review,0,0.0,0.0,0.0
199,200,Satisfactory,34,13.674420281559977,14.03201283869613,6.293566879743897
200,201,Satisfactory,3,1.3085021033669801,0.47522041509738966,1.2162774815356303
201,202,Satisfactory,83,30.863947772965282,35.56239382340121,16.5736584036335
202,203,Unsatisfactory,172,78.6196903286761,92.29539773914034,1.0849119321835148
203,204,Satisfactory,85,29.493771514892774,34.59702999654031,20.909198488566915
204,205,Satisfactory,61,25.979231348933972,22.72724826295846,12.29352038810757
205,206,Satisfactory,65,38.20617471746893,22.002910402295385,4.7909148802356905
206,207,Satisfactory,39,18.17064919080191,7.1540594386593,13.675291370538782
207,208,Unsatisfactory,166,117.66128999148552,39.31239327567495,9.026316732839533
208,209,Satisfactory,60,8.425499651758672,28.592385369832293,22.982114978409037
209,210,Under Review,0,0.0,0.0,0.0
210,211,Under Review,0,0.0,0.0,0.0
211,212,Under Review,0,0.0,0.0,0.0
212,213,Under Review,0,0.0,0.0,0.0
213,214,Satisfactory,86,49.30357612761769,36.115787990310196,0.5806358820721116
214,215,Unsatisfactory,191,31.229862003630448,59.6091736379019,100.16096435846765
215,216,Satisfactory,9,3.8732815047267133,4.9466626190361405,0.18005587623714653
216,217,Satisfactory,10,1.7993603916471954,4.863157383599105,3.337482224753699
217,218,Under Review,0,0.0,0.0,0.0
218,219,Satisfactory,1,0.33913621281410966,0.2917006659089765,0.3691631212769139
219,220,Satisfactory,4,1.4248153062618572,1.150621518409509,1.4245631753286343
220,221,Under Review,0,0.0,0.0,0.0
221,222,Satisfactory,31,13.612593243773318,3.00487873654453,14.38252801968215
222,223,Under Review,0,0.0,0.0,0.0
223,224,Unsatisfactory,148,129.95153740445517,7.375126705185013,10.673335890359851
224,225,Satisfactory,14,7.31063555245387,1.8357221526574723,4.853642294888658
225,226,Unsatisfactory,178,75.59469433507138,11.924252546337016,90.48105311859163
226,227,Satisfactory,39,12.26298550398797,13.162333123398902,13.574681372613131
227,228,Unsatisfactory,122,12.409263729551691,30.59868976613752,78.99204650431078
228,229,Satisfactory,16,7.597102438703624,4.840233186324686,3.562664374971689
229,230,Satisfactory,71,17.374707492324955,48.725490795004504,4.8998017126705395
230,231,Satisfactory,13,6.11485123535894,5.809653566963705,1.0754951976773561
231,232,Satisfactory,4,2.762573465850423,1.0375433413707165,0.19988319277886057
232,233,Unsatisfactory,192,6.2250627406547725,81.3279912864508,104.44694597289444
233,234,Satisfactory,87,42.912641155493375,7.235758297094139,36.85160054741249
234,235,Satisfactory,24,7.641599894081912,7.401755327128698,8.956644778789393
235,236,Unsatisfactory,120,56.36272033128626,25.282568933498762,38.35471073521498
236,237,Under Review,0,0.0,0.0,0.0
237,238,Under Review,0,0.0,0.0,0.0
238,239,Unsatisfactory,118,11.273537996182252,46.07491015624891,60.65155184756883
239,240,Under Review,0,0.0,0.0,0.0
240,241,Under Review,0,0.0,0.0,0.0
241,242,Under Review,0,0.0,0.0,0.0
242,243,Under Review,0,0.0,0.0,0.0
243,244,Satisfactory,71,32.1341389081724,18.33303857666852,20.53282251515906
244,245,Under Review,0,0.0,0.0,0.0
245,246,Satisfactory,31,18.63842517472143,8.222539860701575,4.139034964576997
246,247,Satisfactory,30,1.4954857514149795,7.62963909324471,20.874875155340312
247,248,Under Review,0,0.0,0.0,0.0
248,249,Unsatisfactory,186,39.71152461292378,34.62559424459073,111.6628811424855
249,250,Unsatisfactory,127,34.66158575013025,77.24278452416567,15.095629725704082
250,251,Under Review,0,0.0,0.0,0.0
251,252,Under Review,0,0.0,0.0,0.0
252,253,Satisfactory,32,12.354006490423606,2.718313051434896,16.9276804581415
253,254,Under Review,0,0.0,0.0,0.0
254,255,Under Review,0,0.0,0.0,0.0
255,256,Satisfactory,89,3.5155777363785123,50.90759082342549,34.57683144019601
256,257,Under Review,0,0.0,0.0,0.0
257,258,Unsatisfactory,165,45.86517559510975,53.25998379098832,65.87484061390191
258,259,Unsatisfactory,144,64.6564731963187,8.997294469608578,70.34623233407272
259,260,Unsatisfactory,146,73.22549698579574,0.27798223427136265,72.49652077993291
260,261,Unsatisfactory,106,30.56361563516476,33.2145597532223,42.221824611612945
261,262,Satisfactory,63,23.7878075569843,28.42557432946021,10.786618113555487
262,263,Under Review,0,0.0,0.0,0.0
263,264,Unsatisfactory,110,62.60038164109355,2.9285623985855347,44.47105596032092
264,265,Unsatisfactory,191,100.54476061043785,33.58471045750245,56.8705289320597
265,266,Under Review,0,0.0,0.0,0.0
266,267,Under Review,0,0.0,0.0,0.0
267,268,Under Review,0,0.0,0.0,0.0
268,269,Unsatisfactory,120,21.242430593128397,42.13517873219644,56.62239067467517
269,270,Unsatisfactory,169,61.56441956584743,66.43794131294374,40.99763912120883
270,271,Unsatisfactory,181,64.99223035837544,85.4106796275927,30.597090014031874
271,272,Under Review,0,0.0,0.0,0.0
272,273,Under Review,0,0.0,0.0,0.0
273,274,Under Review,0,0.0,0.0,0.0
274,275,Unsatisfactory,193,66.92983449232064,2.0009494868166513,124.06921602086274
275,276,Under Review,0,0.0,0.0,0.0
276,277,Unsatisfactory,158,41.37791905644597,11.984122762865306,104.63795818068873
277,278,Unsatisfactory,190,23.992988941383423,124.80191453999942,41.20509651861716
278,279,Satisfactory,19,1.14341205727076,12.684271615246201,5.172316327483042
279,280,Unsatisfactory,100,27.82975639224887,40.186764326452696,31.983479281298433
280,281,Under Review,0,0.0,0.0,0.0
281,282,Satisfactory,83,35.0223131548353,33.49157579604705,14.486111049117648
282,283,Unsatisfactory,199,101.97646758922961,57.01001243184119,40.0135199789292
283,284,Unsatisfactory,158,24.02238333264324,32.9438782832074,101.03373838414934
284,285,Satisfactory,49,18.629511982781366,20.25539686135247,10.11509115586617
285,286,Unsatisfactory,125,51.86127637110233,61.167208698429484,11.971514930468187
286,287,Satisfactory,44,7.811213794157977,19.550267936905975,16.638518268936046
287,288,Satisfactory,94,35.622610294429606,54.895261575034155,3.4821281305362284
288,289,Satisfactory,1,0.3660892602329912,0.5163736144182545,0.11753712534875436
289,290,Unsatisfactory,174,40.75565896389853,60.91331825889835,72.33102277720313
290,291,Under Review,0,0.0,0.0,0.0
291,292,Unsatisfactory,160,104.84615578001635,36.56947309853141,18.58437112145225
292,293,Under Review,0,0.0,0.0,0.0
293,294,Under Review,0,0.0,0.0,0.0
294,295,Unsatisfactory,109,32.83827502811786,67.79373842839192,8.367986543490234
295,296,Under Review,0,0.0,0.0,0.0
296,297,Satisfactory,2,1.1085091690345614,0.4438645594284925,0.44762627153694584
297,298,Satisfactory,44,18.80121208660335,21.632396629347323,3.5663912840493275
298,299,Unsatisfactory,137,13.078837983606439,82.24970502335245,41.67145699304112
299,300,Under Review,0,0.0,0.0,0.0
300,301,Unsatisfactory,142,62.24675821424611,46.69763608644077,33.05560569931312
301,302,Under Review,0,0.0,0.0,0.0
302,303,Unsatisfactory,125,40.141046513594716,32.05108409585055,52.80786939055474
303,304,Under Review,0,0.0,0.0,0.0
304,305,Under Review,0,0.0,0.0,0.0
305,306,Satisfactory,82,20.78318863914519,2.083278745447009,59.1335326154078
306,307,Unsatisfactory,119,60.36177812427671,24.257110014964926,34.38111186075835
307,308,Under Review,0,0.0,0.0,0.0
308,309,Under Review,0,0.0,0.0,0.0
309,310,Under Review,0,0.0,0.0,0.0
310,311,Satisfactory,22,6.969072137217492,4.489749938463677,10.541177924318829
311,312,Under Review,0,0.0,0.0,0.0
312,313,Satisfactory,30,12.561844718065519,10.699877261504366,6.738278020430118
313,314,Satisfactory,22,8.957691026986275,8.028194753260289,5.014114219753436
314,315,Satisfactory,70,28.027837031417405,23.08793325611932,18.884229712463267
315,316,Unsatisfactory,161,43.59608642460921,66.18925960888726,51.21465396650352
316,317,Unsatisfactory,115,4.37982525302933,54.44603666907954,56.17413807789113
317,318,Satisfactory,91,45.53438531390214,23.79276101857648,21.672853667521373
318,319,Under Review,0,0.0,0.0,0.0
319,320,Unsatisfactory,171,35.03440279038754,108.79836522001372,27.167231989598736
320,321,Satisfactory,16,2.84439989296956,0.7470375869422976,12.408562520088141
321,322,Satisfactory,91,1.0628668201604672,33.141315235666596,56.79581794417294
322,323,Unsatisfactory,140,40.074619265893745,7.971439339454104,91.95394139465216
323,324,Satisfactory,69,14.043067330414969,28.229414255469706,26.72751841411532
324,325,Under Review,0,0.0,0.0,0.0
325,326,Under Review,0,0.0,0.0,0.0
326,327,Satisfactory,64,27.862839642723838,28.90583021293197,7.2313301443441995
327,328,Unsatisfactory,181,5.93860257830647,27.573181279999506,147.488216141694
328,329,Under Review,0,0.0,0.0,0.0
329,330,Unsatisfactory,186,113.56520893542759,57.39241550168443,15.04237556288794
330,331,Satisfactory,39,11.730606696514805,9.718974614710442,17.55041868877475
331,332,Unsatisfactory,120,42.475699691281285,52.800274118915006,24.72402618980371
332,333,Satisfactory,33,11.61455192723382,10.330394729149313,11.055053343616864
333,334,Satisfactory,45,25.030087439074503,13.656155131281421,6.313757429644081
334,335,Under Review,0,0.0,0.0,0.0
335,336,Satisfactory,14,4.889970750776184,7.260142111319575,1.8498871379042408
336,337,Under Review,0,0.0,0.0,0.0
337,338,Satisfactory,70,32.22629809858271,19.20046714743963,18.57323475397765
338,339,Satisfactory,75,21.563270866747565,14.78669647415656,38.65003265909588
339,340,Unsatisfactory,166,50.173682681057024,47.461375168929905,68.36494215001309
340,341,Under Review,0,0.0,0.0,0.0
341,342,Under Review,0,0.0,0.0,0.0
342,343,Unsatisfactory,164,7.557332820421045,11.61008423191615,144.83258294766281
343,344,Unsatisfactory,133,91.40819088967605,31.117109544322762,10.474699566001167
344,345,Satisfactory,19,1.298157942256743,17.06204869148864,0.6397933662546139
345,346,Unsatisfactory,163,35.72699242286052,100.19221830423191,27.080789272907563
346,347,Under Review,0,0.0,0.0,0.0
347,348,Satisfactory,0,0.0,0.0,0.0
348,349,Under Review,0,0.0,0.0,0.0
349,350,Satisfactory,76,17.174346898489222,16.03890254918289,42.786750552327895
350,351,Under Review,0,0.0,0.0,0.0
351,352,Unsatisfactory,194,143.68814509877328,11.600667532501449,38.71118736872529
352,353,Satisfactory,27,15.895436860339906,7.826459385244457,3.278103754415633
353,354,Unsatisfactory,150,42.66649855009249,74.56237107462542,32.771130375282084
354,355,Satisfactory,98,78.00911475228831,4.882490782748559,15.108394464963128
355,356,Under Review,0,0.0,0.0,0.0
356,357,Under Review,0,0.0,0.0,0.0
357,358,Unsatisfactory,164,6.412812178073278,82.21034106074922,75.3768467611775
358,359,Satisfactory,97,44.69891456274732,1.1863754320987903,51.114710005153896
359,360,Under Review,0,0.0,0.0,0.0
360,361,Unsatisfactory,154,38.45188797094081,57.59498813686635,57.953123892192835
361,362,Unsatisfactory,181,98.6989476535984,20.404580056831048,61.89647228957056
362,363,Unsatisfactory,107,34.11607592861817,16.780260579291806,56.103663492090014
363,364,Satisfactory,91,42.07114726649304,17.74825188100202,31.180600852504945
364,365,Satisfactory,14,7.878864308091926,5.965987768857099,0.15514792305097497
365,366,Unsatisfactory,140,50.71308430143846,6.864922219462102,82.42199347909944
366,367,Unsatisfactory,159,31.633220804505168,75.92845717784259,51.43832201765225
367,368,Under Review,0,0.0,0.0,0.0
368,369,Under Review,0,0.0,0.0,0.0
369,370,Under Review,0,0.0,0.0,0.0
370,371,Satisfactory,92,37.95445422082607,41.919210563162046,12.126335216011881
371,372,Under Review,0,0.0,0.0,0.0
372,373,Under Review,0,0.0,0.0,0.0
373,374,Satisfactory,43,8.403335593169187,12.958399881987958,21.638264524842853
374,375,Unsatisfactory,167,78.13746529975433,8.739823088944457,80.12271161130121
375,376,Under Review,0,0.0,0.0,0.0
376,377,Unsatisfactory,166,32.26833676674661,0.13096109221121585,133.60070214104218
377,378,Under Review,0,0.0,0.0,0.0
378,379,Unsatisfactory,162,24.88677637860994,103.60423542922629,33.508988192163756
379,380,Under Review,0,0.0,0.0,0.0
380,381,Under Review,0,0.0,0.0,0.0
381,382,Satisfactory,64,15.841805107490632,25.51127420768067,22.646920684828704
382,383,Satisfactory,97,28.60275666752965,36.38458179624707,32.012661536223284
383,384,Satisfactory,3,0.004786601414867345,2.769988754923128,0.22522464366200473
384,385,Unsatisfactory,109,38.98054712404504,17.1826146870873,52.83683818886767
385,386,Unsatisfactory,135,63.44914207373086,12.881931054938933,58.66892687133021
386,387,Satisfactory,67,18.740641990646857,22.58279639702795,25.676561612325198
387,388,Under Review,0,0.0,0.0,0.0
388,389,Satisfactory,8,3.5889957714882983,2.057793150065318,2.3532110784463827
389,390,Unsatisfactory,178,61.48273467193686,50.60241260829429,65.91485271976887
390,391,Satisfactory,69,24.448608595933944,23.57529604122125,20.9760953628448
391,392,Under Review,0,0.0,0.0,0.0
392,393,Under Review,0,0.0,0.0,0.0
393,394,Under Review,0,0.0,0.0,0.0
394,395,Unsatisfactory,124,47.94913896872175,30.48006037295419,45.570800658324075
395,396,Satisfactory,25,5.45197942165098,16.99121902491541,2.5568015534336084
396,397,Unsatisfactory,189,65.11284121292681,79.20925205209358,44.6779067349796
397,398,Satisfactory,11,2.726540331203318,4.2168124188996945,4.056647249896988
398,399,Satisfactory,57,15.225137672416682,6.27010691433316,35.50475541325015
399,400,Under Review,0,0.0,0.0,0.0
400,401,Unsatisfactory,157,63.25025414016975,66.6688426742729,27.080903185557364
401,402,Unsatisfactory,184,74.56618550722277,51.580211283268106,57.853603209509124
402,403,Under Review,0,0.0,0.0,0.0
403,404,Under Review,0,0.0,0.0,0.0
404,405,Satisfactory,67,20.62100525886964,18.893411924394336,27.48558281673602
405,406,Satisfactory,96,33.43732189774628,14.417703303793417,48.144974798460304
406,407,Unsatisfactory,131,42.91364563300671,84.47884669756485,3.6075076694284385
407,408,Unsatisfactory,190,58.644391050471945,125.40195373544441,5.953655214083653
408,409,Unsatisfactory,134,50.408548052226365,37.45509542221275,46.13635652556087
409,410,Satisfactory,63,26.3669387968327,27.567317872958295,9.065743330209003
410,411,Unsatisfactory,183,33.848203616170785,88.57909883361978,60.57269755020944
411,412,Under Review,0,0.0,0.0,0.0
412,413,Under Review,0,0.0,0.0,0.0
413,414,Under Review,0,0.0,0.0,0.0
414,415,Satisfactory,84,11.491153544977902,58.8229407476073,13.685905707414804
415,416,Unsatisfactory,155,92.3788109947026,20.33603243902813,42.285156566269265
416,417,Under Review,0,0.0,0.0,0.0
417,418,Under Review,0,0.0,0.0,0.0
418,419,Under Review,0,0.0,0.0,0.0
419,420,Unsatisfactory,135,72.85181268867763,45.477223423525054,16.670963887797335
